Title,City,Descriptions
Analista Desarrollador RPA,"Remoto, REM","Para importante empresa multinacional, nos encontramos en la búsqueda de un Especialista en Automatizaciones.Sus responsabilidades serán:• Evaluar y coordinar iniciativas y proyectos de negocios con impacto en procesos, aplicaciones y sistemas de información, garantizando su implementación exitosa y libre de errores en sincronía con los lineamientos estratégicos de la organización y de las respectivas áreas usuarias.• Diseñar, Desarrollo, Implementación y Soporte de requerimientos técnico-funcionales de los procesos de negocio alcanzados por el proyecto para su automatización en herramientas de Automatización de Procesos de Software y RPA Requisitos:• Estudiantes o graduados de las carreras de sistemas• Experiencia en herramientas de automatización • Deseable experiencia como Desarrollador RPA• Experiencia con clientes• Flexibilidad• Autonomía• Ingles intermedioTrabajo 100% remotoHorario: 9 a 19hs"

Desarrollador .NET SSR/SR,"Bahia Blanca, Buenos Aires","Estamos en la búsqueda de un Desarrollador .NET SSR/SR para importante empresa multinacionalRequisitos:Estudiante o recibido de las carreras de Ingeniero/Licenciado en Sistemas o afínExperiencia Mínimo 4 años en el puesto o similaresIdioma: Inglés oral y escrito intermedio/avanzadoConocimientos / Habilidades:- Experiencia de trabajo en equipos multidisciplinarios- Excelente manejo de relaciones interpersonales- Proactividad y Compromiso- Conocimiento en el uso de las siguientes tecnologías: ASP NET MVC (requerido) o HTML5 + CSS3 (requerido) MVVM Knockout JS (deseable) ASP NET WCF (Servicios WCF) (requerido) ASP NET C# (requerido) NHibernate, Fluent NHibernate (deseable)- Conocimientos en Programación en SQL. (requerido)- Conocimientos en Oracle PL/SQL (deseable)- Conocimiento en framework Xamarin + Xamarin Form para desarrollo de apps mobile (deseable)- Conocimiento en el uso de Visual Studio y Team Foundation Server (TFS) (deseable)Otros:- Disponibilidad para realizar viajes eventuales a oficinas y/o plantas de otras locaciones (en el interior del país)- Licencia de conducir automóvil (deseable)Excelentes beneficios"

ETL Developer,"Ciudad Autónoma de Buenos Aires, Buenos Aires",En Charles Taylor nos encontramos en la búsqueda de profesionales ó estudiantes de carreras de Sistemas que acrediten al menos 2 años de experiencia en el Desarrollo de ETL.Se incorporarán en el área de Desarrollo para participar de importantes proyectos.

Ssr Java Backend,"Remoto, REM",En Consultora Gestal estamos buscando Java Devs con al menos 2 años de experiencia para una Start up del sector financiero con proyección internacional.Requisitos:Java 8Conocimientos en Algoritmos y patrones de programaciónBase de datos SQLFrameworks: Spring BootHibernateSi estás interesado/a en trabajar en un equipo en pleno crecimiento y te gustaría ser mentor de perfiles Jr envianos tu CV!

Desarrollador NET JR,"Ciudad Autónoma de Buenos Aires, Buenos Aires","En nuestra empresa nos encontramos en la búsqueda de Desarrollador NET JR para incorporarse a nuestros equipos de trabajoTener un perfil proactivo, analítico, responsable y buena predisposición para trabajar en equipo.El horario de trabajo es de lunes a viernes de 9 a 18 Hs. El trabajo a desempeñar es 100% remoto. Hasta post pandemia que se seguirá regla de protocolo.    Requisitos- Cursando o recibido de alguna carrera afín o tenga alguna experiencia laboral en desarrollo- Preferentemente con experiencia laboral en desarrollo de software en .NET de al menos 1año Conocimientos- POO- Git- Patrones de diseño- Pruebas unitarias- SQL- UML- Manejo sólido de C# como lenguaje de programación Conocimientos deseables (no excluyentes)- Experiencia laboral en desarrollo de software en  .NET (MVC/ Core / Webforms)- Conocimientos en metodologías ágiles como Scrum- Conocimientos avanzados de SQL- API RestLos interesados deben enviar CV adjuntando foto y remuneración bruta pretendida. En caso de que tu perfil aplique, nos comunicaremos con vos a la brevedad."

Implementador CRM,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Estaremos seleccionando un Implementador CRM para incorporarse en Relación de Dependencia en nuestro cliente.Requerimentos para Seniors:- Al menos 3 años implementado CRM (Dynamics, Salesforce, etc.)- Conocimiento de al menos 1 lenguaje de programación- Integraciones REST/SOAP.Requerimentos para Semi Seniors:- Al menos 1.5 años implementando CRM (deseable)- Conocimiento de algún lenguaje de scripting- Conocimientos básicos de BD relacionales.Se ofrecen excelentes condiciones de contratacion"

Backend Developer JS Node- Salario en USD,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Backend Developer para empresa ubicada en San Francisco, dedicada a la observación de datos - trabajan para brindarle al cliente el poder de recopilar, reducir, transformar y enrutar datos de la máquina desde cualquier lugar, a cualquier lugar, desde una única interfaz). Responsabilidades del puesto:-Desarrollar funciones para el procesamiento de flujos de datos en un gran sistema distribuido.- Colaborar estrechamente con el equipo fundador y otros ingenieros para comprender las necesidades del cliente y traducirlas en características del producto.- Participar en las especificaciones de diseño de implementación, diagramas de flujo del sistema, revisiones de código, documentación, pruebas y soporte continuo de los sistemas.- Mantener y mejorar el código existente y demuestre el orgullo de ser propietario tanto de su propio código como del código base del equipo.-Tener la oportunidad de liderar grandes proyectos y contribuir a proyectos liderados por otros.- Ayudar a evaluar y abordar cualquier problema encontrado por nuestro equipo de control de calidad y / o informado por los clientes Requisitos excluyentes:-5-10 años de experiencia en desarrollo-Amplia experiencia en ingeniería de software en JS/Typescript/ NodeJS  Plus respecto a la experiencia técnica:-Experiencia en desarrollo avanzado, especialmente en sistemas distribuidos y entornos de sistemas grandes y complejos implementados a escala-Experiencia trabajando con aplicaciones intensivas de datos y / o procesamiento de flujos de datos.Conocimiento práctico de los sistemas * nixExperiencia con performance, algorítmica, estructuras de datos y entender cómo funciona el intérprete dado que el sistema procesa terabytes de información y por la tanto que el código sea performante y no malgaste memoria es tan importante como que funcione bien. Modalidad contractor en USD y remoto. Posición abierta para postulantes de Latam"

Especialista Tecnico VTEX - Excelente Remuneracion,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Estaremos seleccionando 2 Desarrolladores VTEX para incorporarse a importante proyecto VTEX.Se requiere:Experiencia en Desarrollo en Backend y Front end sobre VTEXConocimientos de REACTExperiencia con HTML, CSS, PHP, Javascript.Conocimientos de API VTEXExperiencia en proyectos de implementacion de VTEXSe ofrecen excelentes condiciones de contratacion."

Desarrollador PHP con Symfony,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Estaremos seleccionando un Desarrollador PHP con Symfony para incorporarse en Relacion de Dependencia con Importante Empresa de Tecnologia.  Conocimientos y Competencias Titulo/carrera: Estudiantes o graduados en carreras de Sistemas, Informática, Ciencias de la Computación y afinesExperiencia: 2 años o más en puestos similares utilizando las tecnologías requeridas: PHP, HTML, JQuery, CSS, mySQL.Framework Symfony ProactividadResponsabilidad Beneficios​Formar parte de un equipo con constantes desafíosPosibilidades de crecimiento y desarrolloPosibilidad de estar en las diferentes instancias del desarrollo de software"

Desarrollador JAVA Senior - Remoto,"Rosario, Santa Fe","100% REMOTOEstamos seleccionando para Consultora de Software: DESARROLLADORES JAVA SENIORTrabajará en forma conjunta con el Arquitecto y el DevOps del proyecto en el relevamiento, análisis e implementación de soluciones para el desarrollo de una nueva plataforma que será implementada en diferentes lenguajes (Java/Javacript /Typescript /Golang).Desafíos:● Relevar la plataforma actual y planificar su migración a la nueva● Diseñar soluciones que se adapten a la nueva arquitectura y que mejoren las funcionalidades existentes● Realizar estimaciones de esfuerzo sobre las tareas planificadas o en curso● Participar de reuniones de diseño y relevamiento con el Cliente● Relevar flujos sincrónicos y rediseñarlos como flujos asincrónicos en la nueva plataformaCompetencias técnicas:GitDocker / VirtualizaciónKubernetesProgramación asíncrona en Java y Javascript/TypescriptPatrones de programación orientada a eventosArquitecturas orientadas a microserviciosFrameworks de programación reactivaBeneficios:Actualización salarial trimestralPrepagaCapacitacionesBono anualHome office"

Desarrolladores FullStack - Remoto,"Rosario, Santa Fe","100% REMOTOEstamos seleccionando para Consultora de Software orientada a Banca, Fintech y SegurosDESARROLLADORES FULL STACKConocimientos requeridos:AngularJSJAVASpringHibernateLiquidbaseLa empresa ofrece interesantes condiciones de contratación:-Actualización trimestral-Prepaga grupo familiar-Capacitaciones-Bono anual-Home office"

Desarrolladores Unity / Excelente Remuneracion / 100 % Remoto,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Buscamos Desarrolladores Unity para unirse a equipo de desarrollo de Importante EmpresaTareas a realizar:- Crear escenarios interactivos basados en secuencias.- Ejecutar elementos relacionados con Unity como animaciones, efectos de interfaz de usuario y audio.- Construir contenido 3D para realidad virtual usando Unity y C#.- Incorporar aplicaciones de software en múltiples sistemas multimedia de tecnología, como gráficos, animación, texto y sonidos.- Trabajar con los miembros del equipo para diseñar y detalles de características de alcance.Requerimientos tecnicos:- Más de 2 años de experiencia trabajando como desarrollador.- Más de 2 años de experiencia en Unity- Excelente comprensión de la canalización de gráficos 3D- Conocimiento de scripting, texturas, animación, estilos gui y gestión de sesiones de usuario- Nivel avanzado de inglés - No ExcluyenteSe ofrecen excelentes condiciones de contratacion"

DESARROLLADOR PL/SQL,"Cordoba, Córdoba",Si te gustan los desafíos ¡esta es TU oportunidad!Nos encontramos en la búsqueda de un DESARROLLADOR PL/SQL para formar parte del equipo de Desarrollo.Requisitos:2 años de conocimiento y experiencia en:Base de datos OraclePL/SQLOracle forms.ReportsAzure DevOps (deseado). Conocimientos y habilidades: • Conocimientos de herramientas de sofware.• Capacidad analítica.• Proactivo y autodidacta.• Capacidad de autogestión.• Orientación a clientes internos y externos• Orientación a los resultados• Dominio de Inglés nivel medio (preferentemente)Ofrecemos estabilidad laboral y oportunidades de crecimiento y desarrollo.¡Sumate a nuestro equipo de trabajo!

Semi Sr Mobile developer,"Remoto, REM","Hola!En Consultora Gestal Tenemos una vacante abierta para un Mobile developer con al menos 2 años de experiencia laboral previa.Para esta oportunidad son necesarios conocimientos en: - ReactNative (obligatorio)- Javascript (obligatorio)- CSS (extra)- Opcional: Conocimiento en Android y Swift (ios Apple)Además, si te gusta Trabajar en equipo, sos una persona flexible con buena comunicación y dispuesto a colaborar, este proyecto es para vos, sumate enviando tu CV!"

Angular + Python Developer - Opportunity Relocate in UY - Salario en USD,"Remoto, REM","Xmartlabs es una empresa uruguaya de desarrollo de software. Trabajamos para clientes de USA, Europa y Medio Oriente creando diseños centrados en el usuario y apoyándonos en el uso de metodologías ágiles. En esta oportunidad, estamos en busqueda de developers con experiencia con Angular y Python para un proyecto de un cliente en USA..Si bien ésta no es una posición 100% remota, comenzaríamos los primeros meses trabajando en esa modalidad. Luego, apuntamos a que sea una oportunidad para relocalizarte en Montevideo, Uruguay con el apoyo de la empresa. Un buen nivel de inglés oral y escrito es excluyente para esta posición.RequisitosComunicación en Ingles excluyente.Salario A definirMoneda de pago Dólar estadounidenseBeneficiosFlexibilidad horariaClases de inglés in-companyAfters y actividades virtualesAlmuerzo con Chef (ticket económico)Fútbol semanalDisponibilidad para relocalizarse Si"

Desarrollador programador - .net / mobile,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Nos encontramos en la búsqueda programadores .NET para incorporarse a el área de desarrollo de software.Se requieren al menos 1 año de experiencia con las siguientes tecnologías:- Framework .NET 2.0 / .NET 3.5- C# .NET 2.0 / 3.5- ASP.NET 2.0 / 3.5- Javascript, Jquerys- SQL Server / T-SQLOfrecemos:- Contratación directa- Oportunidad de capacitación- Trabajo en equipo- Plan de carrera- Medicina prepaga- Excelente clima laboralSe valora:- Conocimiento de metodologías ágiles- Conocimiento en desarrollo seguro- Conocimiento en desarrollo para plataformas MobileNo olvides tu carta de presentación y remuneración pretendida!!!"

Jefe de Desarrollo y Mantenimiento,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Para importante empresa del rubro tecnológico nos encontramos en la búsqueda de un Jefe de Desarrollo y Mantenimiento. Nos orientamos a una persona flexible, con capacidad de gestión y liderazgo de equipos para desarrollos en múltiples tecnologías, orientado a resultados y con capacidad para asumir desafíos.  Sus funciones principales serán la planificación, asignación y supervisión de las tareas de su equipo a cargo. Se requiere experiencia liderando equipos de desarrollo, con metodologías ágiles de desarrollo de software, programación en tecnología WEB, Programación bajo lenguajes Windows, Bases de datos relacionales MS SQL y Lenguaje SQL sobre MS SQL Server. Para la posición, es necesario ser graduado universitario o terciario en Sistemas y contar con los siguientes conocimientos:  Sistema operativo Windows. Conocimiento profundo de los paradigmas utilizados en la programación.Conocimiento profundo de las herramientas de programación utilizadas. Base de datos MS SQL .Metodologías ágiles.Comprensión de procesos empresarialesLenguajes de desarrollo Windows y WEB. ​Nos orientamos a perfiles que se encuentren en búsqueda de desarrollo dentro de una empresa."

Especialista QA Automation - Excelente Remuneracion,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Estaremos seleccionando un Especialista QA Automation para incorporarse a importante Empresa InternacionalSe requiere:4 años de experiencia como QA Manual (excluyente)1 año de experiencia realizando pruebas automatizadas (excluyente)Conocimiento de Postman (Exluyente)Conocimiento de herramientas y técnicas de automatización con Selenium. (Excluyente). Deseable conocer sobre: C Sharp / Visual Basic.Experiencia trabajando con metodologias agiles (Excluyente).Conocimiento de enfoque de Entrega Continua (CD).Conocimiento sobre técnicas de pruebas.Nivel intermedio / avanzado de SQL.Conocimiento de herramientas de documentación y ejecución de pruebas (JIRA, Confluence, Xray Test Management).Conocimientos de estrategias de test.Se valorara conocimiento de Junit, Cucumber, Jenkins, Xray.Se ofrece:Trabajo 100% remotoPrepaga OSDE/Swiss Medical para el grupo familiarAjustes Salariales por InflacionRevisiones SalarialesBono Anual hasta 3 sueldosSemana adicional de Vacaciones"

Developer BACK END .Net C# Sr( Remoto),"Ciudad Autónoma de Buenos Aires, Buenos Aires","Importante empresa plataforma de analytics de e-commerce incorpora Developer Back-end Sr con experiencia comprobable en swagger y test unitario.Funciones Principales:▪ Participar en todo el ciclo de vida de la aplicación pero centrándose en la codificación yla depuración.▪ Solucionar problemas y depurar las aplicaciones.▪ Gestionar tecnologías de vanguardia para mejorar las aplicaciones heredadas.▪ Colaborar con los desarrolladores web front-end para integrar los elementos que seencuentran delante de los usuarios con la lógica del lado del servidor.▪ Ofrecer formación y soporte a los equipos internos.▪ Crear código reutilizable y bibliotecas para uso futuro.▪ Colaborar con desarrolladores, diseñadores y administradores del sistema paraidentificar nuevas funciones.▪ Escribir código eficiente, reusable y testeable .▪ Diseñar e implementar aplicaciones con buena performance, de baja latencia y altadisponibilidad.▪ Integrar el backend con elementos desarrollados por el equipo de frontend utilizandoAPIs RESTful.▪ Estimar tareas y participar en la definición de producto con el resto del equipo. Skills tecnológicos solicitados:▪ Experiencia laboral demostrada como desarrollador backend▪ Experiencia en diseño y programación orientada a objetos .Net▪ Experiencia previa desarrollando en .NET C# o lenguajes de programación similares.▪ Poseer experiencia con bases de datos relacionales y NoSQL.(deseable)▪ Contar con experiencia desarrollando sistemas distribuidos, trabajando en ambientescloud y desarrollando APIs REST y soluciones escalables.▪ Proactividad para aprender e investigar sobre Cloud Computing en Microsoft Azure.▪ Excelentes aptitudes analíticas y de gestión del tiempo▪ Capacidad para trabajar en equipo y solucionar problemas BENEFICIOS: Salarios competitivos.▪ Gift Card para Supermercado Carrefour.▪ Clases de Inglés.▪ Cursos de capacitación.▪ Licencia por Maternidad y Paternidad Extendidas.▪ Horario Flex para el Ingreso.▪ Obra social Osde.▪ Excelente clima laboral."

Analista programador backend,"Cordoba, Córdoba","En Experis nos encontramos en la búsqueda de un desarrollador SQL para sumarse a un equipo multidisciplinario de empresa de archivos digitales.La relcion laboral es directa con la empresa.La posicion es para trabajar en Córdoba Capital (Barrio Cerro Las Rosas de manera full time).Objetivo del puesto:Formar parte de un equipo reducido de desarrollo con posibilidad de participar en el futuro del liderazgo del mismo. Participar en el diseño integral y desarrollo (especialmente en el Backend de Base de Datos) de productos y servicios orientados a la transformación digital de procesos con uso intensivo de papel para lo cual deberá tener sólidos conocimientos generales de arquitectura de sistemas informáticos.- Participar en el mantenimiento de la infraestructura de red interna de la empresa Entender el negocio de nuestros clientes, sus procesos y formas de trabajo para lo cual deberá aprender las herramientas de Software utilizadas actualmente para dar soporte a los mismos. Participar en la estrategia de migración de nuestra infraestructura actual a la nube, para lo cual será deseable conocimiento de la suite AWS Requisitos:Bases de datos relacionales, SQL Avanzado Arquitectura de Sistemas Cloud / Híbridas Integración de Sistemas por API / Web Services Desables:Networking Básico: Fundamentos de redes y protocolos, Servidores, DNS, VPN, TCPIP, Firewalls, Subredes, tablas de enrutamiento JavaScript, XML, JSON, PHP, Python, CSS, HTML5, SQL, Web Services SOAP y REST Herramientas de diseño de Datos Variables / Lenguajes de Impresión: Planetpress, Postscript, PCL, PDF Gestores Documentales y BPM: Alfresco, Sharepoint, Thuban Plataforma AWS Esperamos tu postulacion!!!"

Arquitectos/as de soluciones de software,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Nos encontramos en la búsqueda de Arquitectos/as de Soluciones.Valoramos experiencia en la adopción empresarial en la nube. Con conocimientos de Servicios Cloud ofrecidos por GCP y/o AWS.Conocimiento de modelos de arquitecturas: microservicios / monolíticas / aplicaciones cloud native, etc.Conocimientos para interpretar código de aplicaciones desarrolladas en una variedad de lenguajes. Por ejemplo: Java, Node, Typescript, Javascript, Python, etc. Uso de contenedores, preferentemente implementados en Kubernetes.Conocimientos CI/CD/DevopsExperiencia previa en desarrollo de sistemas. Conocimiento de metodologías ágiles. Puestos efectivos en relación de dependencia.Nuestro cliente es una empresa del rubro salud. Oficinas en Parque Patricio, CABA. Por el momento trabajando 100% remoto, se ofrece esquema flexible de trabajo"

.NET & Angular Devs,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Nos orientamos a profesionales de informática, sistemas con experiencia en el rol. Manejo de algún framework de desarrollo web como Angular, React o Vue. HTML, Javascript, CSS.Valoramos experiencia en programación orientada a objetos, desarrollo del lado del servidor (ideal .NET o Java) Vas a trabajar con:Desarrollo de aplicaciones principalmente en Angular, Ionic Framework y .NET.Postgres, PostGIS, RabbitMQ y Redis.Desarrollo e integración de APIs.Bases de datos relacionales.NHibernate, Entity framework. Puesto efectivo con la empresa (ubicación de las oficinas zona Parque Patricios, CABA. En este momento se encuentran trabajando 100% remoto. Algunos beneficios: prepaga de primer nivel para empleado/a y grupo familiar primario, presentes en fechas especiales, eventos, entre otros."

DESARROLLADOR BACKEND,"Cordoba, Córdoba",Si te gustan los desafíos ¡esta es TU oportunidad!Nos encontramos en la búsqueda de un DESARROLLADOR BACKEND para formar parte del equipo de Desarrollo.Requisitos:Más de 3 años de experiencia trabajando con Node.jsInglés Intermedio (Técnico para leer manuales) • Conocimientos de herramientas de sofware.• Capacidad analítica.• Proactivo y autodidacta.• Capacidad de autogestión.• Orientación a clientes internos y externos• Orientación a los resultados• Dominio de Inglés nivel medio (preferentemente)Ofrecemos estabilidad laboral y excelentes condiciones de contratación¡Sumate a nuestro equipo de trabajo!

Desarrollador Angular,"Cordoba, Córdoba","DESARROLLADOR SR ANGULARBuscamos una persona que cumpla con los siguientes requisitos:Experiencia de 5 años con Angular versión 3 en adelanteExperiencia con HTML, CSS, bootstrapInglés: nivel intermedio (deseado)Disponibilidad full timePuesto 100% REMOTOExcelentes condiciones de contratación Si cumplis con estos requisitos, sumate a nuestro equipo de trabajo!"

Desarrollador FullStack .Net Sr,"Vicente Lopez, Buenos Aires","Buscamos Desarrollador FullStack .Net SrTe sumarás a empresa multinacional líder en brindar servicios a nivel global mejorando la vida con tecnología.¡Contratación directa con nuestro cliente!Posición full timeTrabajo remoto hasta agosto. Posterior se espera que sea onsite al menos dos veces por semana en Vicente López. Requisitos Principales:- Habilidades de organización, autonomía y comunicación- Estudiante de sistemas o carrera a fin al desarrollo de software- Conocimientos de Arquitectura, MVC, TDD, Patrones de diseños, Reutilización de componentes, Construcción reutilizando librerías, APIs- Conocimientos de HTML, CSS, JS, SQL y GIT- Tener más de 3 años en puesto similar  Responsabilidades: - Desarrollo y diseño de aplicaciones en modalidad full stack utilizando la tecnología .Net - Análisis, relevamiento y diseño de componentes de software- Mantenimiento correctivo, evolutivo y preventivo de aplicaciones en modalidad full stack utilizando las tecnologías .Net- Diseño y construcción de Test Unitarios- Estimación de tareas y seguimiento de las mismas con el equipo- Comunicación/Interacción con los distintos grupos de trabajo (Desarrolladores, Analista Técnico, Otras áreas.)  Beneficios y cultura de la empresa:Relación de dependencia y estabilidad a largo plazo.Inglés in-companyFlexibilidad horaria HomeofficeCertificaciones y capacitacionesCobertura médica Swiss Medica para grupo familiarReintegro en actividades deportivasDías hábiles de vacacionesParticipar en un ambiente de aprendizaje continuo y proyectos desafiantes. ¡Gracias!"

React Developer Ssr/Sr ,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Buscamos React Developer Ssr/Sr para sumar a empresa multinacional líder en brindar servicios a nivel global en la industria de tecnología. ¡Contratación directa con nuestro cliente!Nos encontramos en la búsqueda de desarrolladores para incorporar a un equipo full-stack para un proyecto muy importante en una de las bancas multinacionales líder del país.Fulltime, modalidad totalmente remota, desde tu casa.Aplicable a toda Argentina¡Varias vacantes!Requisitos:Conocimientos de React.JS, HTML5, CSS3, Angular.JS.Experiencia de al menos 2 a 3 años en posiciones similares.Manejo de herramientas de versionado de código (Git).Experiencia en equipos de gestión ágil (metodologías ágiles/SCRUM).Buena predisposición y trabajo en equipo. Requisitos Deseables:Experiencia en Web Services y arquitectura SOA.Experiencia en herramientas de middleware (ESB, BizTalk, IBM ID, cualquire API manager).Conocimientos de Node.JS, Microservicios, JAVA, OpenShift, SpringBoot.Responsabilidades: Implementación de diseños;Desarrollar nuevas funcionalidades utilizando React.JS;Traducir diseños y wireframes a código de alta calidad;Participar en la definición de producto;Implementación de funcionalidad de FrontEnd.Beneficios y cultura de la empresa:Relación de dependencia y estabilidad a largo plazo.Inglés in-companyFlexibilidad horariaBono anual y semestralCertificaciones y capacitacionesCobertura médica Swiss Medica para grupo familiarReintegro en actividades deportivasDías hábiles de vacacionesParticipar en un ambiente de aprendizaje continuo y proyectos desafiantes.Si estás en la búsqueda de un cambio en tu carrera que sume a tu perfil profesional, vení a trabajar como parte del equipo de nuestro cliente Ofrecen posibilidades de desarrollo acorde al desempeño en un excelente ambiente de trabajo.¡Te esperamos! ¡Gracias!"

Desarrolladores Java ​Fullstack ​Ssr/Sr​,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Buscamos Desarrolladores Java ​Fullstack ​Ssr/Sr​ ​para sumar a empresa multinacional líder en brindar servicios a nivel global en la industria de tecnología. ¡Contratación directa con nuestro cliente!Nos encontramos en la búsqueda de desarrolladores para incorporar a un equipo full-stack para un proyecto muy importante en una de las bancas multinacionales líder del país.Fulltime, modalidad totalmente remota, desde tu casa.Aplicable a toda Argentina¡Varias vacantes!Requisitos:Conocimientos de React.JS y Java aplicados a proyectos.Experiencia de al menos 2 a 3 años en posiciones similares.Conocimientos de microservicios y tests unitarios.Experiencia en equipos de gestión ágil (metodologías ágiles/SCRUM).Buena predisposición y trabajo en equipo.Conocimientos de JAVA 8 + Springboot.Responsabilidades:Implementación de diseños.Desarrollar nuevas funcionalidades utilizando React.JS y JAVA 8.Traducir diseños y wireframes a código de alta calidad.Participar en la definición de producto.Implementación de funcionalidad de FrontEnd junto al Backend.Beneficios y cultura de la empresa:Relación de dependencia y estabilidad a largo plazo.Inglés in-companyFlexibilidad horariaBono anual y semestralCertificaciones y capacitacionesCobertura médica Swiss Medica para grupo familiarReintegro en actividades deportivasDías hábiles de vacacionesParticipar en un ambiente de aprendizaje continuo y proyectos desafiantes.Si estás en la búsqueda de un cambio en tu carrera que sume a tu perfil profesional, vení a trabajar como parte del equipo de nuestro cliente Ofrecen posibilidades de desarrollo acorde al desempeño en un excelente ambiente de trabajo.¡Te esperamos! ¡Gracias!"

Líder Técnico Node Js/React Native [Remoto ~ Toda Argentina],"Ciudad Autónoma de Buenos Aires, Buenos Aires","Buscamos Líder Técnico Node Js/React Native para sumar a empresa multinacional líder en brindar servicios a nivel global en la industria de tecnología. ¡Contratación directa con nuestro cliente!Proyecto ágil de billetera virtual realizando desarrollo cloud native con tecnologías modernas para un importante cliente de Argentina  .Fulltime, modalidad totalmente remota, desde tu casa.Aplicable a toda Argentina. Requisitos Principales:• Sólida experiencia en: NodeJs, React Native, AWS • Actitud de servicio• Proactividad•Entendimiento de negocio Requisitos Deseables:•  Conocimientos en Java y .NET Responsabilidades:•  Liderar a su equipo técnicamente para cumplir con los objetivos del equipo Si estás en la búsqueda de un cambio en tu carrera que sume a tu perfil profesional, vení a trabajar como parte del equipo de nuestro cliente Ofrecen posibilidades de desarrollo acorde al desempeño en un excelente ambiente de trabajo.¡Te esperamos! ¡Gracias!"

Desarrollador FullStack .Net Ssr,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Buscamos Desarrollador FullStack .Net SsrTe sumarás a empresa multinacional líder en brindar servicios a nivel global mejorando la vida con tecnología.¡Contratación directa con nuestro cliente!Posición full timeTrabajo remoto.Requisitos Principales:– Habilidades de organización, autonomía y comunicación– Estudiante de sistemas o carrera a fin al desarrollo de software– Conocimientos de Arquitectura, MVC, TDD, Patrones de diseños, Reutilización de componentes, Construcción reutilizando librerías, APIs– Conocimientos de HTML, CSS, JS, SQL y GIT– Tener 2 años en puesto similarResponsabilidades:– Desarrollo y diseño de aplicaciones en modalidad full stack utilizando la tecnología .Net – Análisis, relevamiento y diseño de componentes de software– Mantenimiento correctivo, evolutivo y preventivo de aplicaciones en modalidad full stack utilizando las tecnologías .Net– Diseño y construcción de Test Unitarios– Estimación de tareas y seguimiento de las mismas con el equipo– Comunicación/Interacción con los distintos grupos de trabajo (Desarrolladores, Analista Técnico, Otras áreas.)Beneficios y cultura de la empresa:Relación de dependencia y estabilidad a largo plazo.Inglés in-companyFlexibilidad horaria HomeofficeCertificaciones y capacitacionesCobertura médica Swiss Medica para grupo familiarReintegro en actividades deportivasDías hábiles de vacacionesParticipar en un ambiente de aprendizaje continuo y proyectos desafiantes."

Programador Jr,"Ciudad Autónoma de Buenos Aires, Buenos Aires","Nos encontramos en la búsqueda de una persona con capacidad de análisis y abstracción, resolutiva, proactiva y con capacidad para trabajar en equipo, para desempeñarse como Programador Jr.Sus principales responsabilidades serán:Diseño y construcción de programas.Interpretación de Requerimientos de software.Pruebas unitarias de programas.Se requiere contar con conocimientos técnicos:Experiencia en programación ASP.NET / C#Conocimientos de HTML5 / CSS3 / JavaScriptConocimientos de Bases de datos relacionales / lenguaje SQLConocimiento Paradigma de orientación a objetos.Conocimientos de diagramación lógica, algoritmos y estructuras de datos.Deseables conocimientos de lenguaje UML.Se ofrecen buenas condiciones de contratación y amplias posibilidades de crecimiento y desarrollo. Zona de trabajo - CABAModalidad de trabajo: Full time.Características:Sexo: IndistintoEdad: Menor a 30 años"

Desarrollador Junior c/experiencia (Ref IS08),"Ciudad Autónoma de Buenos Aires, Buenos Aires","Software Factory en crecimiento se encuentra en búsqueda de un Desarrollador Junior.Sus principales responsabilidades serán:Aprender nuevas tecnologías de programaciónAsegurar la calidad del software desarrollado realizando pruebas unitariasColaborar con analistas y líderes técnicos en los desarrollos de software y la documentación asociada.Realizar pruebas de funciones del software desarrollado.Son requisitos de la posición:Estudiantes avanzando o graduados de Ing. en Sistemas, Informática o afines (excluyente)Experiencia en desarrollo de software con .NET, PHP y/o otro lenguaje orientado a eventos/objetos (deseable)Experiencia en desarrollo sobre base de datos (deseable)Experiencia en Agile (deseable)Se ofrecen excelentes condiciones de contratación en relación directa con la compañía y medicina prepaga de primer nivel.  ¡Si cumplis con los requisitos postulate indicando tu remuneración pretendida!"

